"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4631","TC10 - PayPal Invalid Email Block Payment","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","840","has title","firefox","2026-03-30","passed","2026-03-30","","example.spec.js","",""
"","5344","TC11 - Successful login","webkit","2026-03-30","failed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","2195","TC07 - DJ cards exist","chromium","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","2236","TC09 - Missing password only","chromium","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","8393","TC15 - Payment Page Load Check","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","2736","TC05 - Empty login shows validation messages","webkit","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","9942","TC08 - PayPal Select UI Check","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","1256","TC15 - Password is masked","webkit","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","9594","TC26 - Successful Credit Card Flow Redirect Check","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","2130","TC08 - DJ images load correctly","chromium","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","3308","TC02 - Only name filled","webkit","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","4608","TC17 - Fast Click Stress Test","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","3281","API booking creation with invalid data shows error","webkit","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","3830","TC22 - Credit Card Missing CVV Validation","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","2395","TC05 - Empty History Message","firefox","2026-03-30","passed","2026-03-30","History Module","history.spec.js","",""
"","5201","TC01 - Credit Card Success Payment","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","1435","TC12 - Password masked","firefox","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","10243","TC20 - Credit Card Missing Card Number Validation","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","6353","TC01 - Booking page loads from cart","chromium","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","4571","TC11 - Switch Payment Methods","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","4807","TC04 - Book multiple DJs at once","chromium","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","2478","TC05 - Book now navigates to booking page","chromium","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","770","TC01 - Login page loads","chromium","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","7862","TC03 - Remove item from cart works","webkit","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","6616","TC13 - Add last DJ after scroll","webkit","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","4647","TC03 - Invalid Card Number","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","3984","TC11 - Successful login","firefox","2026-03-30","failed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","3910","TC06 - Debit Card Success Payment","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","9726","TC02 - Credit Card Empty Submit Validation","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","1408","TC03 - Password field visible","firefox","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","4307","TC23 - Debit Card Missing All Fields Validation","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","4289","TC04 - Book multiple DJs at once","firefox","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","4553","TC28 - Reload Page Keeps Payment Form Visible","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","6414","TC02 - Book without date shows error","chromium","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","1622","TC01 - Login page loads","webkit","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","1462","has title","webkit","2026-03-30","passed","2026-03-30","","example.spec.js","",""
"","2752","TC13 - Successful registration","chromium","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","4471","TC15 - Payment Page Load Check","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","882","TC15 - Password is masked","chromium","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","2488","TC04 - Only password filled","firefox","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","3184","TC05 - Book now navigates to booking page","firefox","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","10820","TC03 - Invalid Card Number","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","2916","TC06 - Invalid email (missing domain)","firefox","2026-03-30","failed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","2584","TC12 - Navigate to Register page","webkit","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","3684","TC09 - Add to cart button enabled","webkit","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","2155","TC10 - History persists after refresh","chromium","2026-03-30","passed","2026-03-30","History Module","history.spec.js","",""
"","18617","TC02 - Book without date shows error","webkit","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","2655","get started link","webkit","2026-03-30","passed","2026-03-30","","example.spec.js","",""
"","2604","TC19 - DJ card description visible","firefox","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","2821","TC09 - Cart persists after refresh","chromium","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","7271","TC04 - Cart updates after removal","webkit","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","3062","TC10 - History persists after refresh","webkit","2026-03-30","passed","2026-03-30","History Module","history.spec.js","",""
"","3536","TC02 - Add multiple DJs to cart","firefox","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","2218","TC04 - Only password filled","chromium","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","3784","TC09 - Booking confirmation shows DJ name and price","chromium","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","7678","TC06 - Cancel booking returns to cart","webkit","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","3008","TC11 - Reload page keeps session","firefox","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","10211","TC23 - Debit Card Missing All Fields Validation","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","1309","TC02 - Email field visible","firefox","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","3976","TC11 - Reload page keeps session","webkit","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","4688","TC05 - CVV Empty Validation","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","3836","TC10 - Email with spaces","webkit","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","6175","TC01 - Add first DJ to cart","webkit","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","2032","TC09 - Missing password only","firefox","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","3139","TC09 - Wrong credentials","webkit","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","8268","TC05 - Book now navigates to booking page","webkit","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","6548","TC13 - Remove all items from cart","webkit","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","12144","TC12 - Scroll loads more DJs and booking works","webkit","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","5206","TC14 - Multiple Click Protection","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","3992","TC18 - Add to cart button visible after scroll up/down","webkit","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","3337","TC11 - Very long name","firefox","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","3483","TC07 - Invalid email (no .com)","firefox","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","1878","TC03 - History UI visible","firefox","2026-03-30","passed","2026-03-30","History Module","history.spec.js","",""
"","2955","TC06 - Cancel booking returns to cart","chromium","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","4015","TC15 - Cart icon visible","webkit","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","6954","TC04 - Cart retains items after navigation","webkit","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","2814","TC14 - End-to-end cart to booking flow","chromium","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","10653","TC06 - Debit Card Success Payment","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","1280","API payment processing with invalid booking ID shows error","chromium","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","1828","API payment processing with invalid booking ID shows error","firefox","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","2704","TC11 - Very long name","chromium","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","5295","TC02 - Multiple items can be added and shown","chromium","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","3990","TC11 - Successful login","chromium","2026-03-30","failed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","2929","TC14 - Very long email","webkit","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","2087","API payment processing after booking","firefox","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","1998","TC02 - Email field visible","webkit","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","7221","TC11- navigate back to home page","webkit","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","3100","TC06- booking url contains djId","firefox","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","11911","TC14 - Multiple Click Protection","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","12945","TC14 - Sequential bookings of different DJs","webkit","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","3314","TC06 - Cancel booking returns to cart","firefox","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","54","API booking creation without authentication shows error","webkit","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","4825","TC11 - Very long name","webkit","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","3481","TC12 - Image is displayed in cart item","firefox","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","3020","TC12 - Navigate to Register page","firefox","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","4410","TC21 - Credit Card Missing Expiry Validation","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","2122","TC18 - Add to cart button visible after scroll up/down","chromium","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","53","API booking creation without authentication shows error","chromium","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","5805","TC14 - End-to-end cart to booking flow","webkit","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","4995","TC29 - Pay Button Fast Clicking Protection","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","1107","TC15 - Password is masked","firefox","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","6603","TC10 - Cart navigation works from header","webkit","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","4587","TC05 - Empty History Message","webkit","2026-03-30","passed","2026-03-30","History Module","history.spec.js","",""
"","4757","TC12 - Scroll loads more DJs and booking works","chromium","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","3408","TC12 - Mobile viewport works","webkit","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","11655","TC05 - Book same DJ twice","webkit","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","1073","TC01 - Login page loads","firefox","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","3631","TC07 - DJ cards exist","webkit","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","10784","TC11 - Switch Payment Methods","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","2859","TC13 - Add last DJ after scroll","firefox","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","3454","TC12 - Password masked","webkit","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","3682","TC02 - Credit Card Empty Submit Validation","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","2806","TC12 - Mobile viewport works","firefox","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","4083","TC18 - Payment Form Stability Check","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","60","API payment processing without authentication shows error","webkit","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","1115","TC04 - Sign In button visible","firefox","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","4036","TC03 - History UI visible","webkit","2026-03-30","passed","2026-03-30","History Module","history.spec.js","",""
"","6863","TC14 - Sequential bookings of different DJs","chromium","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","3590","TC02 - Multiple items can be added and shown","firefox","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","2547","TC13 - Remove all items from cart","chromium","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","4384","TC19 - Credit Card Missing Name Validation","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","4421","TC26 - Successful Credit Card Flow Redirect Check","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","2498","TC14 - Navigate to login page","firefox","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","4452","TC19 - Credit Card Missing Name Validation","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","2925","TC10 - Cart navigation works from header","firefox","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","5099","TC10 - Wrong password","webkit","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","1441","TC13 - Email with spaces","chromium","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","10356","TC04 - Expired Card Format Check","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","3710","TC19 - DJ card description visible","webkit","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","2454","TC10 - Cart navigation works from header","chromium","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","2420","TC10 - Email with spaces","firefox","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","1805","TC05 - Empty login shows validation messages","chromium","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","2070","TC17 - Booking history navigates","chromium","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","7811","TC13 - Refresh Payment Page State","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","2251","TC02 - Only name filled","chromium","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","3740","TC08 - DJ images load correctly","webkit","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","2657","TC12 - Image is displayed in cart item","chromium","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","4419","TC14 - Navigate to login page","webkit","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","2426","TC06- booking url contains djId","chromium","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","3644","TC18 - Payment Form Stability Check","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","6688","TC12 - Image is displayed in cart item","webkit","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","4577","TC20 - Exit button redirects to login page","webkit","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","9725","TC02 - Add multiple DJs to cart","webkit","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","2093","TC08 - Multiple history entries load","firefox","2026-03-30","passed","2026-03-30","History Module","history.spec.js","",""
"","4216","TC10 - Logout redirects to login from booking","chromium","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","4217","TC10 - PayPal Invalid Email Block Payment","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","2712","TC07 - DJ cards exist","firefox","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","3363","TC20 - Exit button redirects to login page","firefox","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","10517","TC01 - Credit Card Success Payment","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","4713","TC13 - Successful registration","webkit","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","10536","TC07 - Debit Empty Submit Validation","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","3849","TC01 - Cart loads correctly","chromium","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","7955","TC12 - Payment Button Disabled State Check","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","1732","Create session and save login state","firefox","2026-03-30","passed","2026-03-30","","session.spec.js","",""
"","3030","TC16 - Booking page navigates","firefox","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","4794","TC27 - Multiple Card Switching and Submission","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","4464","TC01 - Credit Card Success Payment","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","3620","TC24 - PayPal Missing Email Validation","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","1793","API payment processing with invalid card details shows error","firefox","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","3325","TC13 - Past date is blocked by input min validation","chromium","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","2446","TC10 - History persists after refresh","firefox","2026-03-30","passed","2026-03-30","History Module","history.spec.js","",""
"","3990","TC26 - Successful Credit Card Flow Redirect Check","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","10554","TC09 - Booking confirmation shows DJ name and price","webkit","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","3060","TC13 - Remove all items from cart","firefox","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","4846","TC02 - Credit Card Empty Submit Validation","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","3294","Create session and save login state","webkit","2026-03-30","passed","2026-03-30","","session.spec.js","",""
"","57","API booking history retrieval without authentication shows error","webkit","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","3192","API payment processing with invalid booking ID shows error","webkit","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","2303","TC10 - Email with spaces","chromium","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","9341","TC11 - Add DJ after empty cart and book","webkit","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","4154","API payment processing after booking","webkit","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","10677","TC13 - Past date is blocked by input min validation","webkit","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","2949","TC01 - Cart loads correctly","firefox","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","1288","TC07 - Only password filled","chromium","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","1341","API booking creation with invalid data shows error","chromium","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","8863","TC10 - Add same DJ multiple times","webkit","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","14665","TC17 - Fast Click Stress Test","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","4598","TC20 - Credit Card Missing Card Number Validation","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","1552","TC08 - Invalid email format","chromium","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","2851","TC06 - Only email filled","webkit","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","4472","TC30 - Payment Page Elements Stability Check","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
