"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2787","TC01 - Add first DJ to cart","firefox","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","4251","TC13 - Past date is blocked by input min validation","firefox","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","3295","TC05 - Invalid email (missing @)","webkit","2026-03-30","failed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","4142","TC12 - Scroll loads more DJs and booking works","firefox","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","2066","TC09 - Add to cart button enabled","chromium","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","1481","TC14 - Very long email","chromium","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","2538","TC11- navigate back to home page","chromium","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","2344","TC13 - Successful registration","firefox","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","17632","TC01 - Booking page loads from cart","webkit","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","2540","TC04 - Cart retains items after navigation","chromium","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","2349","TC13 - Add last DJ after scroll","chromium","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","1888","TC06 - Only email filled","chromium","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","3109","API booking history retrieval after login","firefox","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","3342","TC03 - Only email filled","webkit","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","1528","TC03 - History UI visible","chromium","2026-03-30","passed","2026-03-30","History Module","history.spec.js","",""
"","2531","TC08 - Invalid email format","firefox","2026-03-30","failed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","2074","TC16 - Booking page navigates","chromium","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","2094","TC08 - Multiple history entries load","chromium","2026-03-30","passed","2026-03-30","History Module","history.spec.js","",""
"","3172","TC04 - Cart retains items after navigation","firefox","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","4430","TC07 - Debit Empty Submit Validation","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","4180","TC07 - Booking history shows recent booking","chromium","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","2645","TC08 - DJ name is visible in cart","chromium","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","5586","TC14 - Sequential bookings of different DJs","firefox","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","10528","TC19 - Credit Card Missing Name Validation","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","59","API booking history retrieval without authentication shows error","firefox","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","10967","TC10 - PayPal Invalid Email Block Payment","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","3082","TC06 - Invalid email (missing domain)","webkit","2026-03-30","failed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","2134","TC19 - DJ card description visible","chromium","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","60","API booking creation without authentication shows error","firefox","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","5304","TC02 - Book without date shows error","firefox","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","1342","TC12 - Password masked","chromium","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","4708","TC14 - Multiple Click Protection","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","4275","TC07 - Debit Empty Submit Validation","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","1966","TC12 - Mobile viewport works","chromium","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","4274","TC23 - Debit Card Missing All Fields Validation","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","582","has title","chromium","2026-03-30","passed","2026-03-30","","example.spec.js","",""
"","768","TC02 - Email field visible","chromium","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","1202","API booking history retrieval after login","chromium","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","9738","TC21 - Credit Card Missing Expiry Validation","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","2272","TC04 - No duplicate history entries","firefox","2026-03-30","passed","2026-03-30","History Module","history.spec.js","",""
"","2057","TC05 - Scroll loads more DJs","chromium","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","2957","TC14 - Direct visit home URL after login","firefox","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","2340","TC04 - Cart updates after removal","chromium","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","745","TC03 - Password field visible","chromium","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","3990","TC03 - Book with valid future date","firefox","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","3229","TC11- navigate back to home page","firefox","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","13997","TC04 - Book multiple DJs at once","webkit","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","10675","TC16 - Card Switching After Fill","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","3636","TC08 - Password too short","webkit","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","1730","TC01 - History Page Loads","firefox","2026-03-30","passed","2026-03-30","History Module","history.spec.js","",""
"","2550","TC18 - Add to cart button visible after scroll up/down","firefox","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","3791","TC21 - Credit Card Missing Expiry Validation","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","4841","TC15 - Booking with max number of DJs","firefox","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","3285","TC07 - Invalid email (no .com)","webkit","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","1333","Create session and save login state","chromium","2026-03-30","passed","2026-03-30","","session.spec.js","",""
"","3990","TC17 - Fast Click Stress Test","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","4157","TC11 - Add DJ after empty cart and book","firefox","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","1885","TC12 - Navigate to Register page","chromium","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","3152","TC13 - Email with spaces","webkit","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","3827","TC05 - CVV Empty Validation","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","5046","TC01 - Booking page loads from cart","firefox","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","6765","TC08 - DJ name is visible in cart","webkit","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","3801","TC04 - Expired Card Format Check","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","4532","TC22 - Credit Card Missing CVV Validation","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","3661","TC08 - DJ name is visible in cart","firefox","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","2145","TC05 - Invalid email (missing @)","chromium","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","2361","TC01 - Empty form submit","firefox","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","2260","TC14 - Navigate to login page","chromium","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","13170","TC07 - Booking history shows recent booking","webkit","2026-03-30","failed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","4138","TC15 - Payment Page Load Check","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","2005","TC15 - Cart icon visible","chromium","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","17070","TC15 - Booking with max number of DJs","webkit","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","3241","TC04 - Cart updates after removal","firefox","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","2720","TC05 - Scroll loads more DJs","firefox","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","2694","TC09 - Add to cart button enabled","firefox","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","1795","TC06 - Only email filled","firefox","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","2772","TC08 - DJ images load correctly","firefox","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","53","API booking history retrieval without authentication shows error","chromium","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","3922","TC17 - Booking history navigates","webkit","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","13599","TC27 - Multiple Card Switching and Submission","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","7704","TC30 - Payment Page Elements Stability Check","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","3842","TC03 - Invalid Card Number","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","1689","API booking creation with invalid data shows error","firefox","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","4126","TC03 - Book with valid future date","chromium","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","2785","TC07 - Only password filled","webkit","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","3997","TC05 - Book same DJ twice","chromium","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","3058","TC05 - Invalid email (missing @)","firefox","2026-03-30","failed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","2234","API payment processing after booking","chromium","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","2025","TC02 - Only name filled","firefox","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","2283","TC08 - Password too short","chromium","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","888","TC04 - Sign In button visible","chromium","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","2611","TC15 - Cart icon visible","firefox","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","3429","TC04 - Only password filled","webkit","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","2651","TC03 - Navigate to Cart page","chromium","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","4295","TC24 - PayPal Missing Email Validation","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","2459","TC14 - Direct visit home URL after login","chromium","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","4029","TC09 - Booking confirmation shows DJ name and price","firefox","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","1299","TC03 - Password field visible","webkit","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","4676","TC13 - Refresh Payment Page State","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","4722","TC04 - Expired Card Format Check","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","2203","TC07 - Invalid email (no .com)","chromium","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","3463","TC05 - Empty History Message","chromium","2026-03-30","passed","2026-03-30","History Module","history.spec.js","",""
"","4930","TC07 - Booking history shows recent booking","firefox","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","10829","TC24 - PayPal Missing Email Validation","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","4065","TC08 - PayPal Select UI Check","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","6971","TC09 - Cart persists after refresh","webkit","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","4488","TC15 - Booking with max number of DJs","chromium","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","2244","TC01 - Empty form submit","chromium","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","5019","TC16 - Booking page navigates","webkit","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","1938","TC04 - Sign In button visible","webkit","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","3191","API payment processing with invalid card details shows error","webkit","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","4327","TC11 - Switch Payment Methods","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","4052","TC12 - Payment Button Disabled State Check","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","4379","TC16 - Card Switching After Fill","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","6497","TC01 - Cart loads correctly","webkit","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","4077","TC27 - Multiple Card Switching and Submission","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","816","get started link","chromium","2026-03-30","passed","2026-03-30","","example.spec.js","",""
"","3032","TC08 - Invalid email format","webkit","2026-03-30","failed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","1700","TC09 - Wrong credentials","firefox","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","4267","TC10 - Logout redirects to login from booking","firefox","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","2601","TC06 - Logout redirects to login","firefox","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","9335","TC03 - Book with valid future date","webkit","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","3574","TC09 - Missing password only","webkit","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","3565","TC12 - Payment Button Disabled State Check","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","10080","TC22 - Credit Card Missing CVV Validation","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","2698","API booking history retrieval after login","webkit","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","4754","TC20 - Credit Card Missing Card Number Validation","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","4190","TC05 - Book same DJ twice","firefox","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","2797","TC13 - Email with spaces","firefox","2026-03-30","failed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","2113","TC03 - Only email filled","chromium","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","2491","TC03 - Remove item from cart works","chromium","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","3016","TC17 - Booking history navigates","firefox","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","3977","TC01 - Empty form submit","webkit","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","4681","TC16 - Card Switching After Fill","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","4152","TC08 - Multiple history entries load","webkit","2026-03-30","passed","2026-03-30","History Module","history.spec.js","",""
"","1616","API payment processing with invalid card details shows error","chromium","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","3269","TC03 - Remove item from cart works","firefox","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","1776","TC07 - Only password filled","firefox","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","1253","get started link","firefox","2026-03-30","passed","2026-03-30","","example.spec.js","",""
"","2238","TC20 - Exit button redirects to login page","chromium","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","2504","TC03 - Only email filled","firefox","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","4740","TC06 - Logout redirects to login","webkit","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","7286","TC06- booking url contains djId","webkit","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","4861","TC28 - Reload Page Keeps Payment Form Visible","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","2770","TC10 - Add same DJ multiple times","chromium","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","4651","TC13 - Refresh Payment Page State","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","2070","TC05 - Empty login shows validation messages","firefox","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","4220","TC04 - No duplicate history entries","webkit","2026-03-30","passed","2026-03-30","History Module","history.spec.js","",""
"","2633","TC01 - Add first DJ to cart","chromium","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","3847","TC09 - Cart persists after refresh","firefox","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","58","API payment processing without authentication shows error","firefox","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","3825","TC10 - Wrong password","firefox","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","3389","TC11 - Add DJ after empty cart and book","chromium","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","4310","TC09 - PayPal Empty Email Validation","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","7742","TC18 - Payment Form Stability Check","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","10634","TC05 - CVV Empty Validation","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","10547","TC09 - PayPal Empty Email Validation","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","6943","TC03 - Navigate to Cart page","webkit","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","13846","TC29 - Pay Button Fast Clicking Protection","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","3306","TC03 - Navigate to Cart page","firefox","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","3835","TC10 - Wrong password","chromium","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","51","API payment processing without authentication shows error","chromium","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","4148","TC09 - PayPal Empty Email Validation","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","7606","TC02 - Multiple items can be added and shown","webkit","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","1462","TC09 - Wrong credentials","chromium","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","2685","TC11 - Reload page keeps session","chromium","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","3565","TC14 - End-to-end cart to booking flow","firefox","2026-03-30","passed","2026-03-30","Cart Module - Functional Tests","cart.spec.js","",""
"","1988","TC01 - History Page Loads","chromium","2026-03-30","passed","2026-03-30","History Module","history.spec.js","",""
"","2671","TC14 - Very long email","firefox","2026-03-30","passed","2026-03-30","Login Module - PulseBook","login.spec.js","",""
"","3650","TC10 - Add same DJ multiple times","firefox","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","3159","TC02 - Add multiple DJs to cart","chromium","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","4035","TC30 - Payment Page Elements Stability Check","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","4799","TC06 - Debit Card Success Payment","firefox","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","8750","TC28 - Reload Page Keeps Payment Form Visible","webkit","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","4324","TC29 - Pay Button Fast Clicking Protection","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","4083","TC01 - History Page Loads","webkit","2026-03-30","passed","2026-03-30","History Module","history.spec.js","",""
"","4030","TC14 - Direct visit home URL after login","webkit","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","3797","TC05 - Scroll loads more DJs","webkit","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
"","3575","TC04 - No duplicate history entries","chromium","2026-03-30","passed","2026-03-30","History Module","history.spec.js","",""
"","3975","TC08 - PayPal Select UI Check","chromium","2026-03-30","passed","2026-03-30","Payment Module","payment.spec.js","",""
"","2959","TC08 - Password too short","firefox","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","10332","TC10 - Logout redirects to login from booking","webkit","2026-03-30","passed","2026-03-30","Booking Module - PulseBook Full Tests","booking.spec.js","",""
"","2316","TC06 - Invalid email (missing domain)","chromium","2026-03-30","passed","2026-03-30","Register Module - Validation + Functional","register.spec.js","",""
"","2335","TC06 - Logout redirects to login","chromium","2026-03-30","passed","2026-03-30","Discover/Home Page - Functional Tests","home.spec.js","",""
